學校代碼,學校名稱,等級別,等級名稱,日夜別,日夜別名稱,群別代碼,群別名稱,科系代碼,科系名稱,一年級班級數,二年級班級數,三年級班級數,四年級班級數,一年級男學生數,一年級女學生數,二年級男學生數,二年級女學生數,三年級男學生數,三年級女學生數,四年級男學生數,四年級女學生數,延修生男學生數,延修生女學生數,上學年畢業生數男,上學年畢業生數女
31319,桃園市清華高中,M,綜合高中,D,日間部,11,學術群,109,學術社會、學術自然,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10
31319,桃園市清華高中,M,綜合高中,D,日間部,32,餐旅群,J14,運動與休閒管理,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2
31319,桃園市清華高中,V,專業群(職業)科,D,日間部,22,動力機械群,303,汽車科,1,1,1,0,45,2,34,0,42,1,0,0,0,0,0,0
31319,桃園市清華高中,V,專業群(職業)科,D,日間部,23,電機與電子群,305,資訊科,0,1,0,0,0,0,30,3,0,0,0,0,0,0,0,0
31319,桃園市清華高中,V,專業群(職業)科,D,日間部,22,動力機械群,380,軌道車輛科,2,2,2,0,75,0,67,2,65,4,0,0,0,0,52,1
31319,桃園市清華高中,V,專業群(職業)科,D,日間部,32,餐旅群,408,餐飲管理科,1,1,1,0,25,11,6,13,16,26,0,0,0,0,12,8
31319,桃園市清華高中,V,專業群(職業)科,D,日間部,31,家政群,516,時尚造型科,1,1,1,0,3,10,0,25,3,18,0,0,0,0,0,0
31319,桃園市清華高中,V,專業群(職業)科,D,日間部,41,綜合,901,綜合職能科,2,2,2,0,18,6,11,12,15,12,0,0,0,0,17,11
31320,桃園市新興高中,C,進修部(學校),N,夜間部,21,機械群,301,機械科,0,1,0,0,0,0,23,0,0,0,0,0,0,0,18,0
31320,桃園市新興高中,C,進修部(學校),N,夜間部,22,動力機械群,303,汽車科,2,2,2,0,50,0,56,0,71,0,0,0,0,0,48,0
31320,桃園市新興高中,C,進修部(學校),N,夜間部,23,電機與電子群,305,資訊科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3
31320,桃園市新興高中,C,進修部(學校),N,夜間部,26,商業與管理群,404,資料處理科,2,2,2,0,22,19,26,22,27,16,0,0,0,0,21,34
31320,桃園市新興高中,C,進修部(學校),N,夜間部,28,設計群,406,廣告設計科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13
31320,桃園市新興高中,C,進修部(學校),N,夜間部,32,餐旅群,407,觀光事業科,2,2,3,0,30,25,25,31,22,14,0,0,0,0,39,34
31320,桃園市新興高中,C,進修部(學校),N,夜間部,27,外語群,421,應用外語科(日文組),1,1,1,0,20,19,18,14,15,22,0,0,0,0,12,13
31320,桃園市新興高中,E,實用技能學程,D,日間部,22,動力機械群,L01,汽車修護科,1,1,1,0,51,0,48,0,39,0,0,0,0,0,0,0
31320,桃園市新興高中,E,實用技能學程,D,日間部,26,商業與管理群,M29,多媒體技術科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16
31320,桃園市新興高中,H,普通科,D,日間部,11,學術群,101,普通科,11,11,11,0,257,261,256,247,253,236,0,0,0,0,260,204
31320,桃園市新興高中,J,附設國中部,D,日間部,,,0,國中部,8,7,7,0,171,159,151,140,137,146,0,0,0,0,141,108
31320,桃園市新興高中,M,綜合高中,D,日間部,11,學術群,109,學術社會、學術自然,4,3,2,0,118,80,83,58,59,41,0,0,0,0,91,51
31320,桃園市新興高中,M,綜合高中,D,日間部,23,電機與電子群,C02,資訊技術,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,8
31320,桃園市新興高中,M,綜合高中,D,日間部,26,商業與管理群,F01,資訊應用,0,1,1,0,0,0,28,22,30,15,0,0,0,0,32,17
31320,桃園市新興高中,M,綜合高中,D,日間部,26,商業與管理群,F04,商業服務,0,0,1,0,0,0,0,0,25,19,0,0,0,0,11,41
31320,桃園市新興高中,V,專業群(職業)科,D,日間部,21,機械群,301,機械科,2,2,2,0,105,2,100,1,90,2,0,0,0,0,99,0
31320,桃園市新興高中,V,專業群(職業)科,D,日間部,22,動力機械群,303,汽車科,1,1,1,0,52,0,51,1,52,0,0,0,0,0,46,1
31320,桃園市新興高中,V,專業群(職業)科,D,日間部,23,電機與電子群,305,資訊科,3,2,2,0,151,8,96,4,89,1,0,0,0,0,137,3
31320,桃園市新興高中,V,專業群(職業)科,D,日間部,23,電機與電子群,306,電子科,2,2,2,0,103,0,95,3,95,1,0,0,0,0,90,4
31320,桃園市新興高中,V,專業群(職業)科,D,日間部,22,動力機械群,381,飛機修護科,2,2,2,0,102,5,103,2,96,4,0,0,0,0,47,1
31320,桃園市新興高中,V,專業群(職業)科,D,日間部,26,商業與管理群,401,商業經營科,1,1,1,0,15,35,14,34,20,25,0,0,0,0,33,65
31320,桃園市新興高中,V,專業群(職業)科,D,日間部,26,商業與管理群,402,國際貿易科,2,2,2,0,24,77,32,65,18,70,0,0,0,0,22,77
31320,桃園市新興高中,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,2,2,2,0,55,47,59,42,56,44,0,0,0,0,43,55
31320,桃園市新興高中,V,專業群(職業)科,D,日間部,28,設計群,406,廣告設計科,1,1,1,0,19,33,11,40,18,35,0,0,0,0,20,34
31320,桃園市新興高中,V,專業群(職業)科,D,日間部,32,餐旅群,407,觀光事業科,4,4,4,0,75,132,56,148,66,141,0,0,0,0,52,103
31320,桃園市新興高中,V,專業群(職業)科,D,日間部,27,外語群,419,應用外語科(英文組),3,3,3,0,43,108,35,110,42,97,0,0,0,0,28,73
31320,桃園市新興高中,V,專業群(職業)科,D,日間部,27,外語群,421,應用外語科(日文組),2,2,2,0,26,77,18,78,25,69,0,0,0,0,30,68
31320,桃園市新興高中,V,專業群(職業)科,D,日間部,26,商業與管理群,425,電子商務科,1,1,1,0,23,29,24,26,25,23,0,0,0,0,27,20
31320,桃園市新興高中,V,專業群(職業)科,D,日間部,28,設計群,430,多媒體設計科,2,2,2,0,47,59,41,63,51,45,0,0,0,0,44,58
31323,私立至善高中,E,實用技能學程,D,日間部,22,動力機械群,L01,汽車修護科,1,1,1,0,32,0,40,0,35,0,0,0,0,0,34,0
31323,私立至善高中,E,實用技能學程,D,日間部,26,商業與管理群,M09,商用資訊科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5
31323,私立至善高中,E,實用技能學程,D,日間部,32,餐旅群,M17,餐飲技術科,2,2,2,0,44,23,40,22,39,28,0,0,0,0,8,13
31323,私立至善高中,H,普通科,D,日間部,11,學術群,101,普通科,1,2,1,0,32,7,41,12,20,14,0,0,0,0,11,3
31323,私立至善高中,V,專業群(職業)科,D,日間部,26,商業與管理群,215,農產行銷科,1,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0
31323,私立至善高中,V,專業群(職業)科,D,日間部,23,電機與電子群,305,資訊科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
31323,私立至善高中,V,專業群(職業)科,D,日間部,28,設計群,312,家具木工科,1,1,1,0,40,7,39,4,39,3,0,0,0,0,0,0
31323,私立至善高中,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,0,0,1,0,0,0,0,0,21,13,0,0,0,0,12,11
31323,私立至善高中,V,專業群(職業)科,D,日間部,32,餐旅群,408,餐飲管理科,2,2,2,0,20,21,25,25,31,30,0,0,0,0,8,9
31323,私立至善高中,V,專業群(職業)科,D,日間部,31,家政群,503,幼兒保育科,1,1,1,0,3,28,2,36,0,20,0,0,0,0,2,16
31323,私立至善高中,V,專業群(職業)科,D,日間部,35,藝術群,817,表演藝術科,1,1,1,0,8,14,9,18,14,16,0,0,0,0,5,7
31324,桃園市大興高中,C,進修部(學校),N,夜間部,32,餐旅群,408,餐飲管理科,1,1,1,0,21,18,13,23,16,19,0,0,0,0,12,11
31324,桃園市大興高中,E,實用技能學程,N,夜間部,22,動力機械群,L01,汽車修護科,1,1,1,0,33,0,28,0,22,0,0,0,0,0,22,0
31324,桃園市大興高中,E,實用技能學程,N,夜間部,26,商業與管理群,M09,商用資訊科,1,1,1,0,10,4,5,9,3,13,0,0,0,0,13,13
31324,桃園市大興高中,E,實用技能學程,D,日間部,32,餐旅群,N25,烹調技術科,1,0,0,0,27,10,0,0,0,0,0,0,0,0,0,0
31324,桃園市大興高中,H,普通科,D,日間部,11,學術群,101,普通科,1,1,1,0,14,15,10,12,7,6,0,0,0,0,13,10
31324,桃園市大興高中,V,專業群(職業)科,D,日間部,22,動力機械群,303,汽車科,2,2,2,0,95,2,90,0,71,0,0,0,0,0,61,0
31324,桃園市大興高中,V,專業群(職業)科,D,日間部,23,電機與電子群,305,資訊科,1,1,1,0,43,4,26,2,34,1,0,0,0,0,39,4
31324,桃園市大興高中,V,專業群(職業)科,D,日間部,23,電機與電子群,308,電機科,1,1,1,0,46,1,46,2,15,1,0,0,0,0,39,0
31324,桃園市大興高中,V,專業群(職業)科,D,日間部,22,動力機械群,381,飛機修護科,4,3,3,0,193,5,134,2,105,10,0,0,0,0,88,6
31324,桃園市大興高中,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,0,1,1,0,0,0,11,23,9,17,0,0,0,0,13,28
31324,桃園市大興高中,V,專業群(職業)科,D,日間部,32,餐旅群,408,餐飲管理科,3,4,4,0,58,57,76,52,94,69,0,0,0,0,59,59
31324,桃園市大興高中,V,專業群(職業)科,D,日間部,28,設計群,430,多媒體設計科,0,1,1,0,0,0,14,20,13,14,0,0,0,0,12,18
31324,桃園市大興高中,V,專業群(職業)科,D,日間部,28,設計群,431,多媒體應用科,1,0,0,0,19,15,0,0,0,0,0,0,0,0,0,0
31324,桃園市大興高中,V,專業群(職業)科,D,日間部,31,家政群,516,時尚造型科,2,2,2,0,8,45,7,57,9,46,0,0,0,0,7,36
31326,私立大華高中,H,普通科,D,日間部,11,學術群,101,普通科,2,2,2,0,53,38,48,38,51,34,0,0,9,0,31,45
31326,私立大華高中,J,附設國中部,D,日間部,,,0,國中部,6,6,5,0,159,109,127,95,137,97,0,0,0,0,145,97
31414,私立成功工商,C,進修部(學校),N,夜間部,22,動力機械群,303,汽車科,1,1,1,0,16,0,11,0,30,0,0,0,0,0,23,0
31414,私立成功工商,C,進修部(學校),N,夜間部,23,電機與電子群,305,資訊科,0,1,0,0,0,0,23,10,0,0,0,0,0,0,0,0
31414,私立成功工商,C,進修部(學校),N,夜間部,26,商業與管理群,404,資料處理科,1,0,1,0,8,5,0,0,15,9,0,0,0,0,21,22
31414,私立成功工商,C,進修部(學校),N,夜間部,32,餐旅群,408,餐飲管理科,1,1,1,0,13,16,28,19,25,24,0,0,0,0,19,19
31414,私立成功工商,E,實用技能學程,D,日間部,32,餐旅群,M17,餐飲技術科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31414,私立成功工商,V,專業群(職業)科,D,日間部,21,機械群,301,機械科,2,2,1,0,65,1,92,0,41,0,0,0,0,0,39,1
31414,私立成功工商,V,專業群(職業)科,D,日間部,22,動力機械群,303,汽車科,2,2,2,0,81,0,88,2,75,1,0,0,0,0,77,0
31414,私立成功工商,V,專業群(職業)科,D,日間部,23,電機與電子群,305,資訊科,2,2,3,0,75,5,80,13,107,12,0,0,0,0,102,4
31414,私立成功工商,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,0,1,1,0,0,0,18,17,12,25,0,0,0,0,58,57
31414,私立成功工商,V,專業群(職業)科,D,日間部,32,餐旅群,408,餐飲管理科,4,5,5,0,105,92,134,95,108,97,0,0,0,0,129,105
31414,私立成功工商,V,專業群(職業)科,D,日間部,26,商業與管理群,425,電子商務科,1,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0
31414,私立成功工商,V,專業群(職業)科,D,日間部,26,商業與管理群,426,流通管理科,2,2,2,0,44,47,46,46,42,43,0,0,0,0,70,36
31414,私立成功工商,V,專業群(職業)科,D,日間部,31,家政群,503,幼兒保育科,1,1,1,0,0,13,0,44,0,35,0,0,0,0,2,39
31414,私立成功工商,V,專業群(職業)科,D,日間部,41,綜合,901,綜合職能科,2,2,0,0,14,10,10,14,0,0,0,0,0,0,0,0
31415,私立方曙商工,C,進修部(學校),N,夜間部,23,電機與電子群,305,資訊科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31415,私立方曙商工,C,進修部(學校),N,夜間部,32,餐旅群,408,餐飲管理科,0,0,1,0,0,0,0,0,20,6,0,0,0,0,11,3
31415,私立方曙商工,V,專業群(職業)科,D,日間部,23,電機與電子群,305,資訊科,1,1,1,0,32,3,32,6,13,3,0,0,0,0,18,6
31415,私立方曙商工,V,專業群(職業)科,D,日間部,22,動力機械群,381,飛機修護科,2,2,2,0,80,5,80,3,51,3,0,0,0,0,54,3
31415,私立方曙商工,V,專業群(職業)科,D,日間部,32,餐旅群,407,觀光事業科,0,1,1,0,0,0,10,7,9,8,0,0,0,0,8,8
31415,私立方曙商工,V,專業群(職業)科,D,日間部,32,餐旅群,408,餐飲管理科,2,1,1,0,66,55,18,8,18,10,0,0,0,0,13,14
31415,私立方曙商工,V,專業群(職業)科,D,日間部,41,綜合,901,綜合職能科,1,1,1,0,4,9,8,3,2,5,0,0,0,0,7,5
31421,私立永平工商,C,進修部(學校),N,夜間部,22,動力機械群,303,汽車科,1,1,1,0,51,1,49,1,47,2,0,0,0,0,41,0
31421,私立永平工商,C,進修部(學校),N,夜間部,26,商業與管理群,404,資料處理科,1,1,1,0,34,14,25,23,34,15,0,0,0,0,35,9
31421,私立永平工商,C,進修部(學校),N,夜間部,32,餐旅群,407,觀光事業科,1,1,1,0,22,17,19,27,21,20,0,0,0,0,22,19
31421,私立永平工商,C,進修部(學校),N,夜間部,32,餐旅群,408,餐飲管理科,3,3,4,0,82,62,81,63,103,57,0,0,0,0,90,61
31421,私立永平工商,C,進修部(學校),N,夜間部,35,藝術群,817,表演藝術科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17
31421,私立永平工商,E,實用技能學程,D,日間部,22,動力機械群,L01,汽車修護科,1,1,1,0,50,2,49,0,49,2,0,0,0,0,36,0
31421,私立永平工商,E,實用技能學程,D,日間部,32,餐旅群,M17,餐飲技術科,4,4,4,0,105,107,113,94,102,100,0,0,0,0,111,81
31421,私立永平工商,E,實用技能學程,D,日間部,32,餐旅群,M27,旅遊事務科,2,2,2,0,41,61,46,54,41,61,0,0,0,0,48,52
31421,私立永平工商,V,專業群(職業)科,D,日間部,22,動力機械群,303,汽車科,4,4,3,0,193,6,188,0,136,0,0,0,0,0,141,3
31421,私立永平工商,V,專業群(職業)科,D,日間部,23,電機與電子群,305,資訊科,0,0,1,0,0,0,0,0,41,0,0,0,0,0,47,0
31421,私立永平工商,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,1,1,1,0,36,12,27,21,29,17,0,0,0,0,17,26
31421,私立永平工商,V,專業群(職業)科,D,日間部,28,設計群,406,廣告設計科,1,1,1,0,15,33,12,41,13,33,0,0,0,0,20,26
31421,私立永平工商,V,專業群(職業)科,D,日間部,32,餐旅群,407,觀光事業科,5,5,5,0,99,141,79,157,87,148,0,0,0,0,54,167
31421,私立永平工商,V,專業群(職業)科,D,日間部,32,餐旅群,408,餐飲管理科,14,14,14,0,424,326,385,312,359,299,0,0,0,0,353,323
31421,私立永平工商,V,專業群(職業)科,D,日間部,31,家政群,503,幼兒保育科,1,1,1,0,4,46,0,42,1,42,0,0,0,0,1,42
31421,私立永平工商,V,專業群(職業)科,D,日間部,35,藝術群,817,表演藝術科,4,4,4,0,53,138,53,129,40,95,0,0,0,0,52,77
031G91,私立宏德高商進修學校,C,進修部(學校),N,夜間部,26,商業與管理群,401,商業經營科,1,1,1,0,34,0,28,0,32,0,0,0,0,0,25,0
031G91,私立宏德高商進修學校,J,附設國中部,D,日間部,,,0,國中部,1,1,1,0,30,0,32,0,24,0,0,0,0,0,29,0
34306,市立南崁高中,H,普通科,D,日間部,11,學術群,101,普通科,11,11,11,0,218,230,245,193,234,210,0,0,0,0,173,163
34306,市立南崁高中,H,普通科,D,日間部,11,學術群,102,音樂班,1,1,1,0,8,18,11,18,7,22,0,0,0,0,5,19
34306,市立南崁高中,H,普通科,D,日間部,11,學術群,103,美術班,1,1,1,0,7,20,10,21,9,18,0,0,0,0,8,19
34306,市立南崁高中,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,18,13,12,16,8,15,0,0,0,0,6,16
34312,市立大溪高中,H,普通科,D,日間部,11,學術群,101,普通科,10,10,10,0,172,216,187,205,214,188,0,0,0,0,202,193
34312,市立大溪高中,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,20,2,21,2,15,0,0,0,0,0,13,3
34314,市立壽山高中,H,普通科,D,日間部,11,學術群,101,普通科,10,10,10,0,205,214,175,232,176,236,0,0,1,0,147,243
34314,市立壽山高中,H,普通科,D,日間部,11,學術群,105,體育班,2,2,2,0,40,13,38,10,27,15,0,0,0,0,29,15
34314,市立壽山高中,V,專業群(職業)科,D,日間部,26,商業與管理群,402,國際貿易科,2,2,2,0,28,45,23,55,16,58,0,0,0,0,24,55
34314,市立壽山高中,V,專業群(職業)科,D,日間部,28,設計群,406,廣告設計科,2,2,2,0,19,57,12,60,21,57,0,0,1,0,11,56
34314,市立壽山高中,V,專業群(職業)科,D,日間部,27,外語群,419,應用外語科(英文組),2,2,2,0,19,60,17,59,25,49,0,0,0,0,14,62
34319,市立平鎮高中,H,普通科,D,日間部,11,學術群,101,普通科,13,13,13,0,270,264,254,271,285,235,0,0,0,0,234,293
34319,市立平鎮高中,H,普通科,D,日間部,11,學術群,103,美術班,1,1,1,0,5,26,6,25,3,29,0,0,0,0,8,19
34319,市立平鎮高中,H,普通科,D,日間部,11,學術群,105,體育班,2,2,2,0,35,12,34,12,41,7,0,0,0,0,35,9
34332,市立觀音高中,H,普通科,D,日間部,11,學術群,101,普通科,4,4,4,0,80,80,70,84,85,60,0,0,0,0,76,71
34332,市立觀音高中,J,附設國中部,D,日間部,,,0,國中部,9,10,9,0,135,114,155,130,110,148,0,0,0,0,127,151
34332,市立觀音高中,V,專業群(職業)科,D,日間部,24,化工群,315,化工科,2,2,2,0,60,10,54,13,58,16,0,0,0,0,44,11
34332,市立觀音高中,V,專業群(職業)科,D,日間部,35,藝術群,820,多媒體動畫科,2,2,2,0,40,33,25,43,28,40,0,0,0,0,34,40
34347,市立永豐高中,H,普通科,D,日間部,11,學術群,101,普通科,10,10,10,0,207,200,212,180,211,189,0,0,0,0,173,191
34347,市立永豐高中,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,14,9,15,12,12,11,0,0,0,0,12,6
34347,市立永豐高中,J,附設國中部,D,日間部,,,0,國中部,13,13,13,0,193,196,208,208,208,218,0,0,0,0,215,214
34399,市立大園國際高中,H,普通科,D,日間部,11,學術群,101,普通科,14,14,14,0,203,364,187,367,195,362,0,0,0,0,141,313
34399,市立大園國際高中,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,11,2,4,5,5,0,0,0,0,0,4,5
40302,國立竹東高中,C,進修部(學校),N,夜間部,11,學術群,101,普通科,1,1,1,0,24,14,12,10,9,15,0,0,0,0,11,15
40302,國立竹東高中,C,進修部(學校),N,夜間部,26,商業與管理群,401,商業經營科,1,1,1,0,18,15,10,14,8,11,0,0,0,0,13,10
40302,國立竹東高中,H,普通科,D,日間部,11,學術群,101,普通科,14,14,14,0,270,266,268,259,255,269,0,0,0,0,256,264
40304,國立關西高中,M,綜合高中,D,日間部,11,學術群,109,學術社會、學術自然,4,2,2,0,79,66,27,38,33,50,0,0,0,0,30,33
40304,國立關西高中,M,綜合高中,D,日間部,23,電機與電子群,C02,資訊技術,0,0,0,0,0,0,14,1,22,0,0,0,0,0,22,2
40304,國立關西高中,M,綜合高中,D,日間部,26,商業與管理群,F01,資訊應用,0,1,1,0,0,0,15,20,10,22,0,0,0,0,7,20
40304,國立關西高中,M,綜合高中,D,日間部,32,餐旅群,J01,餐飲服務,0,1,1,0,0,0,13,15,8,12,0,0,0,0,16,22
40304,國立關西高中,V,專業群(職業)科,D,日間部,29,農業群,202,園藝科,1,1,1,0,28,14,23,14,26,14,0,0,0,0,21,11
40304,國立關西高中,V,專業群(職業)科,D,日間部,30,食品群,206,食品加工科,1,1,1,0,25,15,19,18,18,19,0,0,0,0,21,18
40304,國立關西高中,V,專業群(職業)科,D,日間部,29,農業群,217,畜產保健科,1,1,1,0,19,21,18,21,27,13,0,0,0,0,19,19
40304,國立關西高中,V,專業群(職業)科,D,日間部,31,家政群,501,家政科,1,1,1,0,2,38,4,32,1,37,0,0,0,0,6,34
40304,國立關西高中,V,專業群(職業)科,D,日間部,41,綜合,901,綜合職能科,1,1,1,0,10,5,7,6,11,4,0,0,0,0,8,5
40308,國立竹北高中,H,普通科,D,日間部,11,學術群,101,普通科,14,14,14,0,298,263,295,268,285,269,0,0,0,0,0,0
40308,國立竹北高中,H,普通科,D,日間部,11,學術群,104,舞蹈班,1,1,1,0,0,19,0,16,0,12,0,0,0,0,0,20
40308,國立竹北高中,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,9,5,16,8,11,2,0,0,0,0,10,1
40308,國立竹北高中,M,綜合高中,D,日間部,11,學術群,109,學術社會、學術自然,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,286
40308,國立竹北高中,M,綜合高中,D,日間部,26,商業與管理群,F05,商業經營,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13
40308,國立竹北高中,V,專業群(職業)科,D,日間部,23,電機與電子群,305,資訊科,1,1,1,0,32,7,35,7,32,7,0,0,0,0,36,5
40308,國立竹北高中,V,專業群(職業)科,D,日間部,26,商業與管理群,401,商業經營科,1,1,1,0,15,25,16,25,12,24,0,0,0,0,17,24
40308,國立竹北高中,V,專業群(職業)科,D,日間部,41,綜合,901,綜合職能科,1,1,1,0,7,6,7,6,8,9,0,0,0,0,7,6
41303,私立義民高中,C,進修部(學校),N,夜間部,23,電機與電子群,305,資訊科,0,0,1,0,0,0,0,0,22,5,0,0,0,0,37,2
41303,私立義民高中,C,進修部(學校),N,夜間部,26,商業與管理群,404,資料處理科,1,1,1,0,29,16,22,19,15,15,0,0,0,0,16,28
41303,私立義民高中,C,進修部(學校),N,夜間部,28,設計群,406,廣告設計科,1,1,1,0,11,18,20,15,10,13,0,0,0,0,23,12
41303,私立義民高中,E,實用技能學程,D,日間部,26,商業與管理群,M03,廣告技術科,1,1,1,0,17,35,18,33,12,29,0,0,0,0,18,29
41303,私立義民高中,E,實用技能學程,D,日間部,26,商業與管理群,M09,商用資訊科,1,1,1,0,22,29,24,29,22,28,0,0,0,0,25,25
41303,私立義民高中,H,普通科,D,日間部,11,學術群,101,普通科,2,2,2,0,45,44,42,46,36,49,0,0,0,0,42,37
41303,私立義民高中,J,附設國中部,D,日間部,,,0,國中部,7,7,7,0,170,145,160,155,183,125,0,0,0,0,164,145
41303,私立義民高中,V,專業群(職業)科,D,日間部,23,電機與電子群,305,資訊科,3,3,3,0,147,3,131,9,132,12,0,0,0,0,126,15
41303,私立義民高中,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,3,3,3,0,48,101,61,87,67,81,0,0,0,0,49,95
41303,私立義民高中,V,專業群(職業)科,D,日間部,28,設計群,406,廣告設計科,2,2,2,0,32,76,26,74,30,66,0,0,0,0,28,62
41303,私立義民高中,V,專業群(職業)科,D,日間部,31,家政群,503,幼兒保育科,1,1,1,0,0,51,0,48,0,46,0,0,0,0,0,48
41305,私立忠信高中,C,進修部(學校),N,夜間部,11,學術群,101,普通科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8
