學年度,學校代碼,學校名稱,類別,等級別,國別代碼,國別名稱,科系代碼,科系名稱,學生總計,男學生,女學生,一年級男,一年級女,二年級男,二年級女,三年級男,三年級女,四年級男,四年級女,五年級男,五年級女,六年級男,六年級女,七年級男,七年級女,延修生男,延修生女,上學年畢業生總計,上學年度男畢業生,上學年度女畢業生
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),027,新加坡,340305,事業經營學系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),027,新加坡,420302,生物科技系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),030,泰國,230303,工業設計學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),033,越南,230201,視覺設計學系, 1 , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),425,美國,220308,英語學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),501,阿根廷,220201,國文學系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),506,厄瓜多,230201,視覺設計學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0014,國立高雄師範大學,A 僑生,M 碩士,019,馬來西亞,140203,華語文教學研究所, 2 , - , 2 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,M 碩士,019,馬來西亞,140601,特殊教育學系, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,M 碩士,019,馬來西亞,149903,性別教育研究所, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,M 碩士,019,馬來西亞,230303,工業設計學系, 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,M 碩士,019,馬來西亞,340305,事業經營學系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,M 碩士,019,馬來西亞,480317,軟體工程與管理學系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,M 碩士,403,加拿大,140601,特殊教育學系, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,M 碩士,403,加拿大,149903,性別教育研究所, 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,M 碩士,503,巴西,349918,人力與知識管理研究所, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),060,香港,140101,教育學系, 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),060,香港,140302,工業科技教育學系, 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),060,香港,140315,體育學系, 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),060,香港,140601,特殊教育學系, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),060,香港,210101,美術學系, 3 , 1 , 2 , - , 1 , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , 2 , - , 2 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),060,香港,220201,國文學系, 3 , 2 , 1 , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),060,香港,230201,視覺設計學系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),060,香港,230303,工業設計學系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),060,香港,310601,地理學系, 2 , 2 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),060,香港,340305,事業經營學系, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),060,香港,420302,生物科技系, 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),060,香港,460101,數學系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),060,香港,480317,軟體工程與管理學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),070,澳門,140101,教育學系, 3 , 2 , 1 , - , 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),070,澳門,140315,體育學系, 10 , 9 , 1 , 3 , - , 3 , 1 , 2 , - , 1 , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),070,澳門,140601,特殊教育學系, 3 , 1 , 2 , - , 1 , 1 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),070,澳門,210101,美術學系, 4 , 1 , 3 , 1 , 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),070,澳門,220201,國文學系, 4 , - , 4 , - , 1 , - , 2 , - , - , - , 1 , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),070,澳門,220308,英語學系, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),070,澳門,230201,視覺設計學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),070,澳門,230303,工業設計學系, 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),070,澳門,310601,地理學系, 3 , 3 , - , - , - , 2 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),070,澳門,340305,事業經營學系, 2 , - , 2 , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),070,澳門,420302,生物科技系, 2 , 1 , 1 , 1 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),070,澳門,440101,化學系, 2 , 1 , 1 , - , - , - , - , 1 , - , - , 1 , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),070,澳門,440301,物理學系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),070,澳門,460101,數學系, 7 , 5 , 2 , 1 , - , 2 , - , 1 , 2 , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,B 學士(四年),070,澳門,480317,軟體工程與管理學系, 2 , 2 , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,D 博士,060,香港,310520,諮商心理與復健諮商研究所, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,D 博士,070,澳門,140302,工業科技教育學系, 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,D 博士,070,澳門,140501,成人教育研究所, 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,M 碩士,060,香港,140601,特殊教育學系, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,M 碩士,060,香港,149903,性別教育研究所, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,M 碩士,060,香港,210708,跨領域藝術研究所, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,M 碩士,070,澳門,140203,華語文教學研究所, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0014,國立高雄師範大學,B 港澳生,M 碩士,070,澳門,140601,特殊教育學系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,M 碩士,070,澳門,210101,美術學系, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,B 港澳生,M 碩士,070,澳門,310520,諮商心理與復健諮商研究所, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),005,緬甸,340201,會計學系, 2 , - , 2 , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),005,緬甸,340301,企業管理學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),005,緬甸,520226,機電工程學系, 1 , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),009,印尼,340201,會計學系, 2 , - , 2 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),009,印尼,340301,企業管理學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),009,印尼,480109,資訊管理學系, 2 , 2 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),009,印尼,520101,電機工程學系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),013,日本,140330,運動學系, 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),015,南韓,340528,財務金融技術學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),019,馬來西亞,140221,公共事務與公民教育學系, 3 , 2 , 1 , 2 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),019,馬來西亞,140330,運動學系, 2 , 2 , - , - , - , - , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),019,馬來西亞,140601,特殊教育學系, 6 , - , 6 , - , 2 , - , 1 , - , 1 , - , 2 , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),019,馬來西亞,210101,美術學系, 6 , 2 , 4 , 1 , 2 , - , 1 , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),019,馬來西亞,220201,國文學系, 2 , - , 2 , - , - , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),019,馬來西亞,310506,輔導與諮商學系, 11 , 3 , 8 , - , 2 , 2 , 2 , - , 4 , 1 , - , - , - , - , - , - , - , - , - , 2 , 1 , 1 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),019,馬來西亞,310601,地理學系, 2 , 2 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),019,馬來西亞,340201,會計學系, 3 , 3 , - , 1 , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),019,馬來西亞,340301,企業管理學系, 10 , 6 , 4 , 1 , 3 , 2 , - , - , 1 , 2 , - , - , - , - , - , - , - , 1 , - , 1 , - , 1 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),019,馬來西亞,340528,財務金融技術學系, 4 , 3 , 1 , - , 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),019,馬來西亞,420101,生物學系, 2 , 1 , 1 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),019,馬來西亞,440301,物理學系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),019,馬來西亞,460101,數學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 1 , 1 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),019,馬來西亞,480109,資訊管理學系, 5 , 3 , 2 , 1 , 1 , - , 1 , 1 , - , - , - , - , - , - , - , - , - , 1 , - , 2 , 2 , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),019,馬來西亞,520101,電機工程學系, 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),019,馬來西亞,520103,電子工程學系, 3 , 3 , - , - , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),019,馬來西亞,520114,資訊工程學系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),019,馬來西亞,520226,機電工程學系, 2 , 2 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),027,新加坡,310506,輔導與諮商學系, 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),033,越南,140221,公共事務與公民教育學系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),033,越南,310506,輔導與諮商學系, 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),033,越南,340201,會計學系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),033,越南,340301,企業管理學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),403,加拿大,340301,企業管理學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0015,國立彰化師範大學,A 僑生,B 學士(四年),509,秘魯,520103,電子工程學系, 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,M 碩士,009,印尼,340301,企業管理學系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,M 碩士,019,馬來西亞,140101,教育研究所, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,M 碩士,019,馬來西亞,310506,輔導與諮商學系, 8 , 3 , 5 , 2 , - , - , 2 , - , 2 , 1 , 1 , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0015,國立彰化師範大學,A 僑生,M 碩士,019,馬來西亞,340301,企業管理學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0015,國立彰化師範大學,A 僑生,M 碩士,019,馬來西亞,440101,化學系, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,A 僑生,M 碩士,425,美國,140101,教育研究所, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0015,國立彰化師範大學,B 港澳生,B 學士(四年),060,香港,140221,公共事務與公民教育學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0015,國立彰化師範大學,B 港澳生,B 學士(四年),060,香港,140330,運動學系, 15 , 6 , 9 , 3 , 1 , 1 , 2 , - , 4 , 1 , 2 , - , - , - , - , - , - , 1 , - , 1 , - , 1 
105,0015,國立彰化師範大學,B 港澳生,B 學士(四年),060,香港,140601,特殊教育學系, 2 , 1 , 1 , - , - , 1 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0015,國立彰化師範大學,B 港澳生,B 學士(四年),060,香港,210101,美術學系, 3 , - , 3 , - , 2 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,B 港澳生,B 學士(四年),060,香港,220201,國文學系, 3 , 2 , 1 , 1 , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,B 港澳生,B 學士(四年),060,香港,220308,英語學系, 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,B 港澳生,B 學士(四年),060,香港,310506,輔導與諮商學系, 6 , 2 , 4 , - , 1 , - , - , - , 2 , 2 , - , - , - , - , - , - , - , - , 1 , - , - , - 
105,0015,國立彰化師範大學,B 港澳生,B 學士(四年),060,香港,310601,地理學系, 1 , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,B 港澳生,B 學士(四年),060,香港,340201,會計學系, 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,B 港澳生,B 學士(四年),060,香港,340301,企業管理學系, 4 , 2 , 2 , - , 1 , 1 , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0015,國立彰化師範大學,B 港澳生,B 學士(四年),060,香港,340528,財務金融技術學系, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
